Timestamp,Score,Teie vanus,Teie sugu,Kõrgeim omandatud haridustase,Kas te olete kunagi õppinud või töötanud tehisintellekti valdkonnas?,Kas olete sarnast testi varem teinud?,"Kas see on päris inimene, mitte tehisvõrgu poolt genereeritud pilt?","Kui paljud seda testi tegevad inimesed teie arvates vastavad, et see oli päris inimene? [Ma ütleks...]","Kas see on päris inimene, mitte tehisvõrgu poolt genereeritud pilt?","Kui paljud seda testi tegevad inimesed teie arvates vastavad, et see oli päris inimene? [Ma ütleks...]","Kas see on päris inimene, mitte tehisvõrgu poolt genereeritud pilt?","Kui paljud seda testi tegevad inimesed teie arvates vastavad, et see oli päris inimene? [Ma ütleks...]","Kas see on päris inimene, mitte tehisvõrgu poolt genereeritud pilt?","Kui paljud seda testi tegevad inimesed teie arvates vastavad, et see oli päris inimene? [Ma ütleks...]",Kumb neist on päris inimene?,"Kui paljud inimesed teie arvates vastavad, et vasakpoolsel pildil oli päris inimene ja parempoolne pilt oli tehisintellekti poolt loodud? [Ma ütleks...]",Kumb neist on päris inimene?,"Kui paljud inimesed teie arvates vastavad, et vasakpoolsel pildil oli päris inimene ja parempoolne pilt oli tehisintellekti poolt loodud? [Ma ütleks...]",Kumb neist on päris inimene?,"Kui paljud inimesed teie arvates vastavad, et vasakpoolsel pildil oli päris inimene ja parempoolne pilt oli tehisintellekti poolt loodud? [Ma ütleks...]",Kumb neist on päris inimene?,"Kui paljud inimesed teie arvates vastavad, et vasakpoolsel pildil oli päris inimene ja parempoolne pilt oli tehisintellekti poolt loodud? [Ma ütleks...]",Kas see teos on inimese loodud?,"Kui paljud inimesed teie arvates vastavad, et selle teose on loonud inimene? [Ma ütleks...]",Kas see teos on inimese loodud?,"Kui paljud inimesed teie arvates vastavad, et selle teose on loonud inimene? [Ma ütleks...]"
4/28/2020 22:24:24,8 / 10,41,M,Magistrikraad,Ei,Ei,Pigem jah,70%,Pigem ei,50%,Pigem jah,60%,Pigem ei,70%,Pigem parempoolne,40%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem vasakpoolne,40%,Pigem ei,80%,Pigem jah,70%
4/29/2020 14:13:38,6 / 10,45,M,Keskharidus,Ei,Ei,Pigem jah,60%,Pigem jah,60%,Pigem ei,60%,"Jah, kindlasti",70%,Kindlasti vasakpoolne,80%,Kindlasti vasakpoolne,90%,Kindlasti parempoolne,10%,Kindlasti vasakpoolne,90%,Pigem jah,70%,Pigem jah,80%
4/29/2020 23:33:56,3 / 10,42,M,Magistrikraad,Ei,Ei,Pigem jah,80%,Pigem jah,60%,Pigem ei,40%,Pigem ei,50%,Pigem parempoolne,10%,Kindlasti vasakpoolne,80%,Kindlasti vasakpoolne,90%,Pigem parempoolne,30%,Ma ei tea,50%,Ma ei tea,50%
4/29/2020 23:36:40,8 / 10,51,M,Magistrikraad,Ei,Ei,Pigem ei,70%,Kindlasti mitte,10%,Pigem jah,70%,Pigem ei,30%,Pigem vasakpoolne,60%,Pigem vasakpoolne,70%,Pigem parempoolne,40%,Pigem vasakpoolne,10%,Pigem jah,60%,Pigem jah,50%
4/30/2020 13:52:07,5 / 10,30,N,Bakalaureusekraad,Ei,Ei,"Jah, kindlasti",90%,"Jah, kindlasti",90%,Pigem jah,70%,Ma ei tea,60%,Pigem parempoolne,60%,Pigem parempoolne,90%,Kindlasti parempoolne,50%,Pigem vasakpoolne,80%,Ma ei tea,50%,Kindlasti jah,90%
5/1/2020 8:01:08,4 / 10,37,M,Magistrikraad,Ei,Ei,Pigem ei,10%,Pigem jah,70%,Pigem jah,80%,Pigem ei,70%,Pigem parempoolne,30%,Pigem parempoolne,40%,Pigem parempoolne,70%,Pigem vasakpoolne,70%,Ma ei tea,20%,Ma ei tea,70%
5/1/2020 12:53:15,5 / 10,28,M,Magistrikraad,Ei,Ei,Pigem jah,60%,Pigem ei,50%,Pigem ei,50%,Pigem jah,50%,Pigem parempoolne,50%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem jah,50%,Pigem jah,50%
5/1/2020 15:14:45,4 / 10,27,N,Bakalaureusekraad,Ei,Ei,"Jah, kindlasti",80%,Pigem jah,70%,Pigem ei,50%,Pigem ei,50%,Pigem parempoolne,60%,Pigem parempoolne,70%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem jah,50%,Pigem jah,50%
5/1/2020 19:34:13,7 / 10,29,M,Bakalaureusekraad,Ei,Ei,Pigem ei,50%,Pigem ei,60%,Pigem jah,50%,Pigem ei,50%,Pigem vasakpoolne,50%,Pigem parempoolne,50%,Pigem parempoolne,50%,Pigem vasakpoolne,50%,Pigem jah,50%,Pigem jah,50%
5/2/2020 15:35:33,4 / 10,36,M,Doktorikraad,Jah,Ei,Pigem ei,80%,Pigem jah,80%,Kindlasti mitte,30%,Pigem ei,30%,Kindlasti parempoolne,20%,Pigem parempoolne,30%,Pigem parempoolne,40%,Pigem vasakpoolne,60%,Pigem jah,60%,Pigem jah,60%
5/2/2020 17:17:38,5 / 10,38,M,Magistrikraad,Ei,Ei,Pigem jah,90%,Pigem ei,90%,Pigem ei,70%,Pigem ei,80%,Kindlasti parempoolne,70%,Ma ei tea,80%,Pigem vasakpoolne,80%,Pigem vasakpoolne,80%,Kindlasti ei,10%,Pigem ei,10%
5/2/2020 19:42:49,5 / 10,22,N,Keskharidus,Jah,Ei,"Jah, kindlasti",80%,Pigem jah,70%,Ma ei tea,60%,Pigem jah,70%,Pigem parempoolne,40%,Pigem vasakpoolne,80%,Pigem parempoolne,70%,Pigem parempoolne,60%,Pigem ei,40%,Pigem jah,70%
5/2/2020 22:31:35,5 / 10,42,M,Doktorikraad,Ei,Ei,Ma ei tea,50%,Pigem ei,50%,Pigem ei,50%,Pigem ei,50%,Pigem vasakpoolne,50%,Pigem parempoolne,50%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem jah,50%,Pigem jah,50%
5/3/2020 21:01:19,9 / 10,40,M,Keskharidus,Ei,Ei,Pigem jah,50%,Pigem ei,50%,"Jah, kindlasti",80%,Pigem ei,40%,Pigem parempoolne,70%,Kindlasti vasakpoolne,70%,Pigem parempoolne,20%,Kindlasti vasakpoolne,80%,Pigem ei,20%,Kindlasti jah,90%
5/3/2020 23:02:57,5 / 10,25,M,Bakalaureusekraad,Ei,Ei,"Jah, kindlasti",90%,Pigem jah,80%,"Jah, kindlasti",80%,Ma ei tea,60%,Pigem parempoolne,40%,Ma ei tea,50%,Ma ei tea,40%,Pigem vasakpoolne,70%,Pigem ei,20%,Pigem jah,60%
5/7/2020 17:44:52,7 / 10,33,N,Bakalaureusekraad,Ei,Jah,Pigem jah,80%,Pigem ei,70%,Pigem jah,80%,Pigem ei,70%,Pigem vasakpoolne,70%,Pigem vasakpoolne,70%,Pigem vasakpoolne,60%,Pigem vasakpoolne,50%,Pigem jah,80%,Pigem ei,60%
5/8/2020 8:57:32,6 / 10,41,N,Bakalaureusekraad,Ei,Ei,Pigem jah,90%,Pigem jah,80%,Pigem jah,90%,Pigem ei,50%,Pigem parempoolne,80%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem jah,50%,Pigem jah,50%
5/8/2020 8:57:50,6 / 10,28,N,Keskharidus,Ei,Ei,"Jah, kindlasti",100%,Pigem ei,70%,Pigem jah,60%,Pigem ei,70%,Pigem vasakpoolne,50%,Pigem vasakpoolne,60%,Pigem vasakpoolne,50%,Pigem parempoolne,30%,Ma ei tea,50%,Ma ei tea,50%
5/10/2020 12:27:41,4 / 10,29,N,Keskharidus,Ei,Ei,Pigem ei,70%,"Jah, kindlasti",80%,Pigem jah,50%,"Jah, kindlasti",70%,Pigem parempoolne,60%,Kindlasti vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem vasakpoolne,40%,Pigem ei,50%,Pigem ei,60%
5/10/2020 18:01:01,6 / 10,46,M,Keskharidus,Ei,Ei,"Jah, kindlasti",90%,Pigem ei,90%,Ma ei tea,40%,Pigem jah,90%,Pigem vasakpoolne,20%,Pigem parempoolne,30%,Pigem parempoolne,20%,Pigem vasakpoolne,20%,Pigem jah,30%,Pigem jah,20%
5/10/2020 18:11:39,5 / 10,34,N,Magistrikraad,Ei,Ei,Pigem ei,50%,Pigem ei,50%,"Jah, kindlasti",50%,Ma ei tea,50%,Pigem parempoolne,50%,Pigem parempoolne,50%,Pigem parempoolne,50%,Pigem vasakpoolne,50%,Ma ei tea,50%,Pigem jah,50%
5/10/2020 22:18:11,6 / 10,30,M,Magistrikraad,Ei,Ei,Pigem ei,50%,"Jah, kindlasti",80%,Pigem jah,60%,Ma ei tea,50%,Pigem parempoolne,10%,Pigem vasakpoolne,60%,Pigem parempoolne,20%,Pigem vasakpoolne,80%,Pigem ei,20%,Pigem jah,70%
5/11/2020 14:46:56,5 / 10,45,M,Keskharidus,Ei,Ei,Pigem jah,70%,Pigem jah,60%,Pigem jah,60%,Pigem ei,70%,Pigem parempoolne,40%,Pigem vasakpoolne,70%,Ma ei tea,30%,Pigem parempoolne,60%,Pigem ei,70%,Pigem ei,80%
5/15/2020 0:10:31,6 / 10,29,N,Bakalaureusekraad,Ei,Ei,"Jah, kindlasti",80%,"Jah, kindlasti",90%,Pigem jah,70%,Pigem ei,60%,Pigem parempoolne,70%,Pigem vasakpoolne,60%,Pigem vasakpoolne,70%,Kindlasti parempoolne,40%,Pigem ei,50%,Pigem jah,60%
5/15/2020 0:12:59,7 / 10,52,N,Bakalaureusekraad,Ei,Ei,Pigem jah,60%,Pigem jah,100%,Pigem jah,80%,Pigem jah,80%,Pigem vasakpoolne,80%,Pigem vasakpoolne,80%,Ma ei tea,80%,Pigem vasakpoolne,80%,Pigem ei,80%,Pigem jah,80%
5/18/2020 11:50:59,6 / 10,34,N,Magistrikraad,Ei,Ei,Pigem ei,40%,Pigem ei,60%,Pigem jah,40%,Pigem ei,50%,Pigem parempoolne,40%,Pigem parempoolne,30%,Pigem vasakpoolne,60%,Pigem vasakpoolne,30%,Pigem ei,30%,Pigem jah,60%
5/22/2020 13:11:59,4 / 10,38,N,Bakalaureusekraad,Ei,Ei,Pigem ei,60%,Pigem ei,80%,Pigem ei,30%,Pigem jah,90%,Pigem parempoolne,70%,Pigem parempoolne,70%,Pigem vasakpoolne,60%,Pigem vasakpoolne,70%,Pigem ei,80%,Pigem jah,70%
5/22/2020 23:06:08,6 / 10,46,N,Bakalaureusekraad,Ei,Ei,Pigem ei,80%,Pigem ei,40%,Pigem ei,90%,Kindlasti mitte,70%,Pigem vasakpoolne,70%,Kindlasti parempoolne,50%,Pigem parempoolne,60%,Kindlasti vasakpoolne,80%,Pigem jah,60%,Pigem jah,70%
5/23/2020 23:27:28,5 / 10,46,N,Keskharidus,Ei,Ei,Pigem jah,40%,Pigem jah,40%,Pigem jah,40%,Pigem jah,40%,Pigem parempoolne,40%,Pigem vasakpoolne,40%,Kindlasti parempoolne,40%,Pigem parempoolne,40%,Pigem jah,40%,Pigem jah,50%
