Timestamp,Score,Teie vanus,Teie sugu,Kõrgeim omandatud haridustase,Kas te olete kunagi õppinud või töötanud tehisintellekti valdkonnas?,Kas olete sarnast testi varem teinud?,"Kas see on päris inimene, mitte tehisvõrgu poolt genereeritud pilt?","Kui paljud seda testi tegevad inimesed teie arvates vastavad, et see oli päris inimene? [Ma ütleks...]","Kas see on päris inimene, mitte tehisvõrgu poolt genereeritud pilt?","Kui paljud seda testi tegevad inimesed teie arvates vastavad, et see oli päris inimene? [Ma ütleks...]","Kas see on päris inimene, mitte tehisvõrgu poolt genereeritud pilt?","Kui paljud seda testi tegevad inimesed teie arvates vastavad, et see oli päris inimene? [Ma ütleks...]","Kas see on päris inimene, mitte tehisvõrgu poolt genereeritud pilt?","Kui paljud seda testi tegevad inimesed teie arvates vastavad, et see oli päris inimene? [Ma ütleks...]",Kumb neist on päris inimene?,"Kui paljud inimesed teie arvates vastavad, et vasakpoolsel pildil oli päris inimene ja parempoolne pilt oli tehisintellekti poolt loodud? [Ma ütleks...]",Kumb neist on päris inimene?,"Kui paljud inimesed teie arvates vastavad, et vasakpoolsel pildil oli päris inimene ja parempoolne pilt oli tehisintellekti poolt loodud? [Ma ütleks...]",Kumb neist on päris inimene?,"Kui paljud inimesed teie arvates vastavad, et vasakpoolsel pildil oli päris inimene ja parempoolne pilt oli tehisintellekti poolt loodud? [Ma ütleks...]",Kumb neist on päris inimene?,"Kui paljud inimesed teie arvates vastavad, et vasakpoolsel pildil oli päris inimene ja parempoolne pilt oli tehisintellekti poolt loodud? [Ma ütleks...]",Kas see teos on inimese loodud?,"Kui paljud inimesed teie arvates vastavad, et selle teose on loonud inimene? [Ma ütleks...]",Kas see teos on inimese loodud?,"Kui paljud inimesed teie arvates vastavad, et selle teose on loonud inimene? [Ma ütleks...]"
4/27/2020 22:52:40,6 / 10,36,M,BSc,Ei,Ei,Pigem jah,70%,Pigem ei,60%,Pigem ei,30%,"Jah, kindlasti",80%,Pigem parempoolne,50%,Pigem vasakpoolne,60%,Pigem parempoolne,60%,Pigem parempoolne,60%,Pigem ei,40%,Pigem ei,60%
4/28/2020 11:46:04,9 / 10,36,N,PhD,Ei,Ei,Pigem jah,50%,Pigem jah,50%,Pigem ei,50%,Pigem jah,50%,Pigem vasakpoolne,50%,Pigem parempoolne,40%,Pigem parempoolne,50%,Pigem vasakpoolne,50%,Kindlasti mitte,70%,"Jah, kindlasti",70%
4/28/2020 16:06:46,5 / 10,29,M,Keskharidus,Ei,Ei,Pigem jah,80%,Pigem jah,80%,Pigem jah,80%,Pigem jah,80%,Pigem vasakpoolne,80%,Pigem vasakpoolne,80%,Pigem parempoolne,20%,Pigem vasakpoolne,80%,Ma ei tea,50%,Ma ei tea,50%
4/28/2020 16:20:50,5 / 10,45,M,MSc,Ei,Ei,Pigem jah,70%,Pigem ei,40%,Kindlasti mitte,70%,Kindlasti mitte,80%,Pigem vasakpoolne,50%,Pigem vasakpoolne,80%,Ma ei tea,50%,Pigem parempoolne,70%,Pigem ei,60%,Pigem ei,50%
4/28/2020 16:25:42,5 / 10,37,N,PhD,Ei,Ei,Pigem jah,80%,"Jah, kindlasti",90%,Pigem jah,80%,"Jah, kindlasti",80%,Kindlasti parempoolne,90%,Kindlasti vasakpoolne,80%,Kindalsti parempoolne,80%,Kindlasti parempoolne,80%,Pigem ei,80%,"Jah, kindlasti",80%
4/28/2020 16:42:48,6 / 10,25,M,MSc,Ei,Ei,Pigem jah,80%,Pigem jah,80%,Pigem jah,80%,"Jah, kindlasti",90%,Pigem vasakpoolne,80%,Kindlasti parempoolne,20%,Pigem parempoolne,20%,Pigem parempoolne,30%,Ma ei tea,50%,Pigem jah,70%
4/28/2020 16:45:18,6 / 10,41,N,BSc,Ei,Ei,Pigem jah,60%,Pigem ei,30%,Pigem ei,50%,Ma ei tea,50%,Pigem vasakpoolne,60%,Kindlasti vasakpoolne,80%,Pigem vasakpoolne,50%,Kindlasti parempoolne,70%,Pigem ei,70%,Pigem jah,80%
4/28/2020 22:26:17,7 / 10,59,M,MSc,Ei,Ei,Pigem ei,30%,Pigem jah,80%,"Jah, kindlasti",90%,"Jah, kindlasti",80%,Kindlasti vasakpoolne,80%,Kindlasti parempoolne,10%,Kindalsti parempoolne,10%,Kindlasti vasakpoolne,70%,Kindlasti mitte,30%,"Jah, kindlasti",80%
4/28/2020 22:44:03,7 / 10,36,N,BSc,Ei,Ei,Pigem jah,80%,Pigem jah,60%,Pigem ei,30%,"Jah, kindlasti",70%,Pigem vasakpoolne,80%,Pigem parempoolne,40%,Pigem vasakpoolne,50%,Pigem parempoolne,40%,Pigem ei,80%,Pigem jah,70%
4/28/2020 23:56:16,7 / 10,35,N,MSc,Ei,Ei,Pigem jah,90%,Pigem ei,50%,Pigem ei,70%,Pigem jah,80%,Pigem vasakpoolne,70%,Pigem vasakpoolne,80%,Pigem vasakpoolne,50%,Pigem parempoolne,50%,Pigem ei,70%,Pigem jah,80%
4/29/2020 14:33:49,9 / 10,40,N,BSc,Ei,Ei,Pigem jah,60%,Pigem ei,30%,Pigem ei,20%,Pigem ei,20%,Pigem vasakpoolne,30%,Pigem parempoolne,20%,Pigem parempoolne,20%,Pigem vasakpoolne,40%,Pigem ei,10%,Pigem jah,60%
4/29/2020 21:21:09,8 / 10,31,M,Keskharidus,Ei,Ei,Pigem jah,70%,Pigem ei,50%,Pigem jah,60%,Pigem jah,60%,Pigem vasakpoolne,60%,Pigem vasakpoolne,60%,Pigem parempoolne,40%,Pigem vasakpoolne,60%,Pigem ei,20%,Pigem jah,60%
5/1/2020 9:58:49,8 / 10,62,M,MSc,Ei,Ei,Pigem jah,40%,Pigem ei,20%,Pigem jah,40%,Pigem jah,30%,Pigem vasakpoolne,30%,Pigem vasakpoolne,30%,Pigem parempoolne,30%,Pigem vasakpoolne,30%,Pigem ei,30%,Pigem jah,30%
5/1/2020 12:04:02,5 / 10,43,N,MSc,Ei,Ei,Pigem jah,50%,Pigem ei,50%,Pigem jah,70%,Pigem jah,70%,Pigem parempoolne,50%,Pigem vasakpoolne,60%,Pigem vasakpoolne,60%,Pigem parempoolne,50%,Pigem ei,50%,Pigem jah,60%
5/1/2020 13:21:46,8 / 10,59,M,MSc,Ei,Ei,Pigem ei,50%,Pigem ei,50%,Pigem ei,50%,Pigem ei,50%,Pigem vasakpoolne,50%,Pigem parempoolne,50%,Pigem parempoolne,50%,Pigem vasakpoolne,50%,Pigem ei,50%,Pigem jah,50%
5/1/2020 15:00:45,7 / 10,53,M,MSc,Ei,Ei,"Jah, kindlasti",60%,"Jah, kindlasti",70%,Pigem jah,50%,Pigem jah,60%,Pigem parempoolne,50%,Pigem parempoolne,40%,Pigem parempoolne,50%,Pigem vasakpoolne,50%,Pigem ei,50%,Pigem jah,50%
5/2/2020 9:23:54,9 / 10,50,M,MSc,Ei,Ei,Pigem jah,80%,Pigem ei,50%,Pigem ei,50%,Pigem jah,80%,Pigem vasakpoolne,80%,Kindlasti parempoolne,100%,Kindalsti parempoolne,100%,Pigem parempoolne,50%,Pigem ei,90%,Pigem jah,80%
5/2/2020 20:35:58,6 / 10,31,M,BSc,Ei,Ei,"Jah, kindlasti",70%,"Jah, kindlasti",60%,Pigem ei,30%,"Jah, kindlasti",70%,Pigem parempoolne,50%,Kindlasti vasakpoolne,40%,Pigem parempoolne,60%,Ma ei tea,50%,Pigem ei,30%,"Jah, kindlasti",60%
5/3/2020 10:47:49,8 / 10,57,N,MSc,Ei,Ei,Pigem jah,60%,Pigem ei,50%,Pigem ei,40%,Pigem jah,70%,Pigem vasakpoolne,70%,Kindlasti vasakpoolne,60%,Pigem parempoolne,40%,Pigem parempoolne,50%,Pigem ei,50%,Pigem jah,70%
5/3/2020 15:24:06,4 / 10,43,N,MSc,Ei,Ei,Pigem ei,90%,"Jah, kindlasti",80%,Pigem ei,70%,Pigem ei,50%,Pigem parempoolne,80%,Pigem vasakpoolne,80%,Pigem vasakpoolne,80%,Kindlasti vasakpoolne,80%,Pigem ei,80%,"Jah, kindlasti",80%
5/4/2020 23:07:46,6 / 10,48,M,Keskharidus,Ei,Ei,Pigem ei,70%,Pigem jah,70%,Pigem ei,60%,Pigem jah,70%,Pigem vasakpoolne,80%,Pigem vasakpoolne,60%,Ma ei tea,50%,Pigem vasakpoolne,60%,Pigem ei,30%,Pigem jah,80%
5/5/2020 20:55:48,6 / 10,28,N,MSc,Ei,Ei,Pigem ei,50%,Pigem jah,50%,Pigem ei,50%,Pigem jah,50%,Pigem parempoolne,50%,Pigem parempoolne,50%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem ei,50%,Pigem jah,50%
5/6/2020 18:58:31,7 / 10,32,M,MSc,Ei,Ei,Pigem ei,60%,"Jah, kindlasti",90%,Pigem ei,70%,"Jah, kindlasti",80%,Kindlasti parempoolne,50%,Kindlasti parempoolne,70%,Kindalsti parempoolne,40%,Pigem vasakpoolne,50%,Kindlasti mitte,90%,"Jah, kindlasti",60%
5/6/2020 22:07:57,7 / 10,45,N,MSc,Ei,Ei,Pigem jah,60%,Pigem ei,60%,Pigem jah,70%,Pigem ei,70%,Pigem vasakpoolne,70%,Pigem vasakpoolne,50%,Pigem parempoolne,50%,Pigem vasakpoolne,50%,Pigem ei,50%,Pigem jah,60%
5/8/2020 16:23:44,6 / 10,43,M,BSc,Ei,Ei,Pigem jah,70%,Pigem jah,70%,Pigem ei,50%,Pigem ei,50%,Kindlasti vasakpoolne,70%,Pigem parempoolne,20%,Pigem vasakpoolne,50%,Pigem parempoolne,80%,Pigem ei,60%,Pigem jah,50%
5/8/2020 16:27:17,6 / 10,49,N,BSc,Ei,Ei,Pigem ei,30%,Pigem jah,50%,Pigem ei,50%,Pigem jah,50%,Pigem vasakpoolne,50%,Kindlasti vasakpoolne,60%,Pigem parempoolne,50%,Pigem parempoolne,50%,Pigem ei,50%,Pigem jah,50%
5/9/2020 13:05:04,9 / 10,46,N,BSc,Ei,Ei,Pigem jah,30%,Pigem ei,40%,Pigem ei,50%,Pigem jah,20%,Pigem vasakpoolne,40%,Pigem parempoolne,10%,Pigem parempoolne,20%,Pigem parempoolne,30%,Kindlasti mitte,10%,Pigem jah,20%
5/9/2020 16:03:05,7 / 10,54,M,PhD,Ei,Ei,Pigem jah,80%,Pigem ei,40%,Kindlasti mitte,20%,Pigem jah,90%,Pigem vasakpoolne,70%,Pigem vasakpoolne,60%,Pigem parempoolne,50%,Kindlasti parempoolne,10%,Ma ei tea,50%,Pigem jah,60%
5/11/2020 15:35:18,7 / 10,51,M,MSc,Ei,Ei,Pigem jah,60%,Ma ei tea,50%,Pigem jah,60%,Pigem jah,60%,Pigem vasakpoolne,50%,Pigem parempoolne,50%,Kindalsti parempoolne,80%,Ma ei tea,50%,Pigem ei,40%,Pigem jah,60%
5/13/2020 14:31:16,8 / 10,25,N,BSc,Ei,Ei,Pigem jah,80%,Kindlasti mitte,30%,Pigem ei,50%,Pigem jah,50%,Pigem vasakpoolne,70%,Pigem vasakpoolne,50%,Pigem parempoolne,40%,Pigem parempoolne,20%,Pigem ei,40%,Pigem jah,60%
5/13/2020 22:45:16,4 / 10,39,M,BSc,Ei,Ei,Pigem jah,80%,Pigem jah,60%,Pigem ei,50%,Pigem ei,40%,Pigem parempoolne,60%,Pigem vasakpoolne,70%,Kindalsti parempoolne,60%,Pigem parempoolne,50%,Kindlasti mitte,70%,Pigem ei,40%
5/14/2020 17:40:05,7 / 10,28,M,MSc,Ei,Ei,Pigem jah,50%,Pigem ei,50%,Pigem ei,50%,Pigem jah,60%,Kindlasti parempoolne,70%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem ei,50%,Pigem jah,80%
5/15/2020 17:32:56,5 / 10,30,N,Keskharidus,Ei,Ei,Kindlasti mitte,20%,"Jah, kindlasti",90%,Pigem ei,20%,Pigem jah,90%,Pigem vasakpoolne,60%,Pigem vasakpoolne,80%,Ma ei tea,10%,Pigem parempoolne,10%,Pigem ei,20%,Pigem jah,70%
5/16/2020 7:46:24,9 / 10,57,M,BSc,Ei,Ei,Pigem ei,60%,Pigem ei,60%,Pigem ei,60%,Pigem jah,60%,Pigem vasakpoolne,50%,Pigem parempoolne,60%,Pigem parempoolne,60%,Pigem vasakpoolne,60%,Pigem ei,50%,Pigem jah,50%
5/17/2020 17:45:54,6 / 10,50,M,MSc,Jah,Ei,Pigem jah,80%,Pigem jah,60%,Pigem jah,70%,Pigem jah,80%,Pigem parempoolne,60%,Pigem parempoolne,60%,Pigem parempoolne,70%,Pigem parempoolne,70%,Pigem ei,60%,Pigem jah,60%
5/20/2020 15:28:52,6 / 10,36,N,MSc,Ei,Ei,"Jah, kindlasti",70%,"Jah, kindlasti",70%,"Jah, kindlasti",70%,Pigem jah,60%,Pigem parempoolne,60%,Pigem parempoolne,70%,Pigem vasakpoolne,60%,Pigem vasakpoolne,60%,Pigem ei,30%,"Jah, kindlasti",60%
5/22/2020 18:31:47,7 / 10,22,M,Keskharidus,Jah,Ei,"Jah, kindlasti",80%,"Jah, kindlasti",80%,Pigem ei,40%,Pigem jah,70%,Kindlasti vasakpoolne,80%,Pigem vasakpoolne,60%,Pigem parempoolne,60%,Pigem parempoolne,60%,Pigem ei,60%,Pigem jah,70%
5/22/2020 22:20:31,8 / 10,33,Muu,Põhiharidus,Ei,Ei,Pigem jah,70%,Pigem ei,70%,Pigem ei,70%,"Jah, kindlasti",60%,Kindlasti vasakpoolne,20%,Pigem parempoolne,10%,Kindlasti vasakpoolne,70%,Pigem parempoolne,10%,Pigem ei,20%,"Jah, kindlasti",70%
5/23/2020 2:50:34,8 / 10,22,M,Keskharidus,Jah,Ei,Pigem ei,30%,Kindlasti mitte,20%,Pigem jah,50%,Pigem jah,60%,Pigem vasakpoolne,70%,Kindlasti parempoolne,30%,Pigem parempoolne,20%,Pigem vasakpoolne,60%,Kindlasti mitte,10%,Pigem jah,30%
5/23/2020 16:09:05,7 / 10,29,N,MSc,Ei,Ei,Pigem jah,80%,Pigem ei,60%,Pigem ei,70%,Pigem jah,80%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem vasakpoolne,50%,Pigem parempoolne,20%,Pigem ei,50%,Pigem jah,70%
5/26/2020 19:18:15,8 / 10,20,M,Keskharidus,Ei,Ei,Pigem jah,60%,Pigem ei,50%,Pigem ei,20%,"Jah, kindlasti",80%,Pigem vasakpoolne,70%,Kindlasti parempoolne,80%,Pigem parempoolne,70%,Kindlasti parempoolne,60%,Ma ei tea,20%,Pigem jah,60%
